TICKET_NMBR,no_of_times_reassigned,STATUS,PRIORITY,BUSINESS_COMPLETION_HRS
IN10192050,2,RESOLVED,Low,0.8
IN10192054,3,RESOLVED,Low,55.53
IN10192055,2,RESOLVED,Low,55.53
IN10192056,2,RESOLVED,Low,55.53
IN10192057,2,RESOLVED,Low,55.55
IN10192058,2,RESOLVED,Low,0.0
IN10192059,2,RESOLVED,Low,55.55
IN10192060,2,RESOLVED,Low,55.55
IN10192061,2,RESOLVED,Low,55.57
IN10192062,2,RESOLVED,Low,0.78
IN10192063,2,RESOLVED,Low,3.03
IN10192066,2,RESOLVED,Low,55.58
IN10192067,2,RESOLVED,Low,55.58
IN10192073,2,RESOLVED,Low,55.15
IN10192075,2,RESOLVED,Medium,42.37
IN10192077,3,RESOLVED,Low,8.83
IN10192089,2,RESOLVED,Low,19.48
IN10192107,2,RESOLVED,Low,3.82
IN10192111,2,RESOLVED,Medium,3.45
IN10192136,2,RESOLVED,Low,4.85
IN10192140,2,RESOLVED,Low,13.32
IN10192147,2,RESOLVED,Medium,199.24
IN10192147,2,RESOLVED,Medium,199.24
IN10192147,2,RESOLVED,Medium,199.24
IN10192148,3,RESOLVED,Low,15.41
IN10192151,5,RESOLVED,Low,17.7
IN10192162,3,RESOLVED,Medium,43.7
IN10192165,2,RESOLVED,Low,1.72
IN10192165,2,RESOLVED,Low,1.72
IN10192165,2,RESOLVED,Low,1.72
IN10192166,2,RESOLVED,Medium,120.35
IN10192170,2,RESOLVED,Low,5.26
IN10192171,4,RESOLVED,Low,28.32
IN10192173,2,RESOLVED,Low,41.83
IN10192175,2,RESOLVED,Low,227.65
IN10192178,2,RESOLVED,Low,16.2
IN10192179,2,RESOLVED,Low,8.47
IN10192179,2,RESOLVED,Low,8.47
IN10192179,2,RESOLVED,Low,8.47
IN10192184,3,RESOLVED,Low,494.02
IN10192187,2,RESOLVED,Low,11.4
IN10192190,2,RESOLVED,Low,2.46
IN10192191,2,RESOLVED,Low,11.18
IN10192195,2,RESOLVED,Low,270.53
IN10192198,2,RESOLVED,Low,291.32
IN10192199,2,RESOLVED,Low,45.8
IN10192204,2,RESOLVED,Low,21.25
IN10192212,2,RESOLVED,Low,72.5
IN10192226,2,RESOLVED,Low,0.0
IN10192226,2,RESOLVED,Low,0.0
IN10192236,2,RESOLVED,Low,3.57
IN10192253,2,RESOLVED,Low,16.33
IN10192253,2,RESOLVED,Low,16.33
IN10192253,2,RESOLVED,Low,16.33
IN10192258,2,RESOLVED,Low,1.22
IN10192259,2,RESOLVED,Low,0.98
IN10192260,3,RESOLVED,Low,65.23
IN10192264,3,RESOLVED,Medium,39.4
IN10192265,2,RESOLVED,Medium,30.88
IN10192271,2,RESOLVED,Low,1.13
IN10192272,2,RESOLVED,Low,1.12
IN10192273,2,RESOLVED,Low,4.92
IN10192273,2,RESOLVED,Low,4.92
IN10192273,2,RESOLVED,Low,4.92
IN10192276,2,RESOLVED,Low,70.57
IN10192281,2,RESOLVED,Low,91.08
IN10192287,8,RESOLVED,Low,83.52
IN10192290,2,RESOLVED,Low,190.08
IN10192300,3,RESOLVED,Medium,11.33
IN10192300,3,RESOLVED,Medium,11.33
IN10192308,4,RESOLVED,Low,4.88
IN10192313,2,RESOLVED,Low,439.88
IN10192319,3,RESOLVED,Low,6.22
IN10192319,3,RESOLVED,Low,6.22
IN10192319,3,RESOLVED,Low,6.22
IN10192326,2,RESOLVED,Medium,201.75
IN10192331,2,RESOLVED,Low,2187.0
IN10192338,2,RESOLVED,Low,75.58
IN10192342,2,RESOLVED,Low,683.35
IN10192347,2,RESOLVED,Low,217.83
IN10192348,2,RESOLVED,Low,22.9
IN10192358,3,RESOLVED,Low,78.68
IN10192360,3,RESOLVED,Low,14.53
IN10192362,2,,Low,3677.25
IN10192365,2,RESOLVED,Medium,300.78
IN10192366,2,RESOLVED,Medium,300.77
IN10192367,2,RESOLVED,Medium,300.83
IN10192368,3,RESOLVED,Medium,4.85
IN10192370,3,RESOLVED,Medium,301.42
IN10192371,2,RESOLVED,Low,666.5
IN10192373,2,RESOLVED,Low,24.03
IN10192374,2,RESOLVED,Low,8.25
IN10192376,2,RESOLVED,Low,8.08
IN10192381,2,RESOLVED,Low,8.1
IN10192385,2,RESOLVED,Low,8.05
IN10192387,2,RESOLVED,Low,8.22
IN10192395,3,RESOLVED,Low,25.83
IN10192396,2,RESOLVED,Low,35.6
IN10192397,2,RESOLVED,Low,35.6
IN10192399,2,RESOLVED,Low,0.0
IN10192400,3,RESOLVED,Medium,14.83
IN10192406,2,RESOLVED,Low,0.0
IN10192407,2,RESOLVED,Low,0.0
IN10192410,3,RESOLVED,Low,4.93
IN10192417,3,RESOLVED,Low,14.58
IN10192421,3,RESOLVED,Medium,322.58
IN10192421,3,RESOLVED,Medium,322.58
IN10192421,3,RESOLVED,Medium,322.58
IN10192422,2,RESOLVED,Medium,35.7
IN10192424,2,RESOLVED,Low,1.37
IN10192434,2,RESOLVED,Low,19.48
IN10192436,2,RESOLVED,Medium,488.92
IN10192443,2,RESOLVED,Low,0.0
IN10192444,2,RESOLVED,Low,35.38
IN10192447,2,RESOLVED,Low,0.0
IN10192467,2,RESOLVED,Low,0.22
IN10192472,2,RESOLVED,Low,11.27
IN10192493,2,RESOLVED,Low,3.92
IN10192499,2,RESOLVED,Medium,1525.83
IN10192511,4,RESOLVED,Medium,12.67
IN10192513,2,RESOLVED,Low,25.82
IN10192515,2,RESOLVED,Low,25.8
IN10192516,2,RESOLVED,Low,1.27
IN10192517,2,RESOLVED,Low,25.8
IN10192518,2,RESOLVED,Low,1.23
IN10192520,2,RESOLVED,Low,25.78
IN10192523,2,RESOLVED,Medium,0.0
IN10192529,2,RESOLVED,Low,1.92
IN10192533,3,RESOLVED,Low,20.27
IN10192537,2,RESOLVED,Medium,4.25
IN10192540,2,RESOLVED,Medium,13.15
IN10192551,4,RESOLVED,Medium,2970.07
IN10192552,3,RESOLVED,High,26.33
IN10192554,2,RESOLVED,Medium,403.41
IN10192555,2,RESOLVED,Low,34.06
IN10192559,2,RESOLVED,Low,1.37
IN10192560,3,RESOLVED,Low,243.73
IN10192564,4,RESOLVED,Low,4.53
IN10192568,2,RESOLVED,Low,2.42
IN10192585,2,RESOLVED,Low,19.2
IN10192586,3,RESOLVED,Low,106.17
IN10192591,2,RESOLVED,Medium,2.87
IN10192594,3,RESOLVED,Low,279.86
IN10192603,2,RESOLVED,Low,249.28
IN10192607,3,RESOLVED,Low,30.07
IN10192612,2,RESOLVED,Low,0.7
IN10192615,2,RESOLVED,Medium,0.65
IN10192616,2,RESOLVED,Low,46.15
IN10192616,2,RESOLVED,Low,46.15
IN10192629,2,RESOLVED,Low,18.53
IN10192632,4,RESOLVED,Low,93.23
IN10192635,3,RESOLVED,Low,25.41
IN10192637,3,RESOLVED,Medium,415.25
IN10192642,2,RESOLVED,Low,34.55
IN10192643,3,RESOLVED,Low,7.95
IN10192644,2,RESOLVED,Low,26.89
IN10192646,2,RESOLVED,Low,36.35
IN10192647,2,RESOLVED,Low,0.57
IN10192648,2,RESOLVED,Low,0.6
IN10192649,2,RESOLVED,Low,1.12
IN10192650,2,RESOLVED,Low,0.15
IN10192652,2,RESOLVED,Low,2.58
IN10192659,2,RESOLVED,Low,4.95
IN10192660,2,RESOLVED,Low,2.0
IN10192662,5,RESOLVED,Medium,1447.78
IN10192664,2,RESOLVED,Medium,4.4
IN10192667,2,RESOLVED,Low,0.88
IN10192668,2,RESOLVED,Low,2.7
IN10192669,2,RESOLVED,Low,46.75
IN10192674,2,RESOLVED,Low,6.27
IN10192675,2,RESOLVED,Low,0.18
IN10192677,2,RESOLVED,Low,10.95
IN10192681,2,RESOLVED,Low,12.97
IN10192700,2,RESOLVED,Medium,0.37
IN10192701,2,RESOLVED,Low,1.92
IN10192701,2,RESOLVED,Low,1.92
IN10192701,2,RESOLVED,Low,1.92
IN10192703,6,RESOLVED,Low,63.45
IN10192708,4,RESOLVED,Medium,320.65
IN10192711,2,RESOLVED,Medium,931.53
IN10192712,3,RESOLVED,Low,1.13
IN10192712,3,RESOLVED,Low,1.13
IN10192712,3,RESOLVED,Low,1.13
IN10192713,3,RESOLVED,Low,53.35
IN10192714,2,RESOLVED,Low,14.63
IN10192725,3,RESOLVED,Low,1229.05
IN10192731,2,RESOLVED,Low,3.78
IN10192732,3,RESOLVED,Low,1229.04
IN10192742,2,RESOLVED,Low,28.28
IN10192746,2,RESOLVED,Low,82.8
IN10192750,2,RESOLVED,Low,37.91
IN10192750,2,RESOLVED,Low,37.91
IN10192750,2,RESOLVED,Low,37.91
IN10192752,2,RESOLVED,Low,1.82
IN10192753,2,RESOLVED,Low,106.05
IN10192754,2,RESOLVED,Low,1.1
IN10192760,3,RESOLVED,Low,127.21
IN10192768,4,RESOLVED,Medium,219.57
IN10192775,2,RESOLVED,High,22.35
IN10192776,3,RESOLVED,Low,126.67
IN10192777,3,RESOLVED,Medium,22.58
IN10192779,2,RESOLVED,Low,1.23
IN10192782,4,RESOLVED,Low,2.85
IN10192783,2,RESOLVED,Medium,41.87
IN10192784,2,RESOLVED,Low,28.65
IN10192785,2,RESOLVED,Low,60.53
IN10192786,2,RESOLVED,Low,72.01
IN10192787,2,RESOLVED,Low,22.23
IN10192791,2,RESOLVED,Low,118.27
IN10192794,2,RESOLVED,Medium,0.63
IN10192799,2,RESOLVED,Low,18.65
IN10192802,2,RESOLVED,Medium,3.82
IN10192802,2,RESOLVED,Medium,3.82
IN10192804,2,RESOLVED,Low,16.8
IN10192806,2,RESOLVED,Low,14.08
IN10192809,3,RESOLVED,Low,14.18
IN10192810,2,RESOLVED,Low,111.68
IN10192813,2,RESOLVED,Low,5.03
IN10192815,2,RESOLVED,Low,14.18
IN10192819,3,RESOLVED,Low,4.18
IN10192822,2,RESOLVED,Low,3.97
IN10192831,2,RESOLVED,Low,0.08
IN10192847,2,RESOLVED,Low,0.83
IN10192848,2,RESOLVED,Low,0.85
IN10192849,2,RESOLVED,Low,0.6
IN10192850,2,RESOLVED,Low,0.63
IN10192851,5,RESOLVED,Low,0.87
IN10192851,5,RESOLVED,Low,0.87
IN10192859,2,RESOLVED,Low,0.83
IN10192860,2,RESOLVED,Low,0.8
IN10192862,3,RESOLVED,Medium,24.3
IN10192870,2,,Low,2.97
IN10192872,2,RESOLVED,Low,100.66
IN10192878,3,RESOLVED,Medium,48.17
IN10192893,4,RESOLVED,Low,0.05
IN10192898,4,RESOLVED,Low,3.63
IN10192903,2,RESOLVED,Low,3.12
IN10192912,4,RESOLVED,Medium,22.95
IN10192917,2,RESOLVED,Low,2.12
IN10192926,2,RESOLVED,Low,6.68
IN10192928,3,RESOLVED,Low,20.58
IN10192934,5,RESOLVED,Medium,77.5
IN10192945,2,RESOLVED,Low,0.83
IN10192947,2,RESOLVED,Low,3.1
IN10192947,2,RESOLVED,Low,3.1
IN10192947,2,RESOLVED,Low,3.1
IN10192948,2,RESOLVED,Medium,788.03
IN10192953,2,RESOLVED,Medium,336.31
IN10192956,2,RESOLVED,Low,1.57
IN10192962,2,RESOLVED,Low,25.19
IN10192965,2,RESOLVED,Low,6.97
IN10192971,5,RESOLVED,Medium,338.45
IN10192977,2,RESOLVED,Low,7.97
IN10192978,3,RESOLVED,Low,5.62
IN10192982,2,RESOLVED,Low,0.0
IN10192983,2,RESOLVED,Medium,182.9
IN10192994,2,RESOLVED,Low,5.6
IN10192999,2,RESOLVED,Low,6.9
IN10193016,5,RESOLVED,Low,307.65
IN10193022,2,RESOLVED,Medium,5.72
IN10193038,4,RESOLVED,Low,62.05
IN10193038,4,RESOLVED,Low,62.05
IN10193038,4,RESOLVED,Low,62.05
IN10193040,4,RESOLVED,Medium,390.12
IN10193044,2,RESOLVED,Low,33.03
IN10193045,2,RESOLVED,Low,5.13
IN10193050,5,RESOLVED,Medium,2.67
IN10193054,2,RESOLVED,Low,6.73
IN10193055,2,RESOLVED,Low,556.15
IN10193060,2,RESOLVED,Low,1035.17
IN10193061,2,RESOLVED,Medium,3.0
IN10193063,2,RESOLVED,Medium,2.15
IN10193065,2,RESOLVED,Medium,1.07
IN10193066,2,RESOLVED,Low,20.53
IN10193069,2,RESOLVED,Low,232.39
IN10193069,2,RESOLVED,Low,232.39
IN10193069,2,RESOLVED,Low,232.39
IN10193071,2,RESOLVED,Medium,17.38
IN10193077,4,RESOLVED,Low,43.69
IN10193082,2,RESOLVED,Low,6.08
IN10193083,2,RESOLVED,Medium,1.58
IN10193110,2,RESOLVED,Medium,1204.51
IN10193116,2,RESOLVED,Medium,4.05
IN10193117,2,RESOLVED,Low,29.22
IN10193120,3,RESOLVED,Low,18.63
IN10193127,3,RESOLVED,Medium,14.77
IN10193133,3,RESOLVED,Low,312.6
IN10193139,3,RESOLVED,High,15.47
IN10193142,2,,Medium,0.0
IN10193152,4,RESOLVED,Low,528.72
IN10193153,2,RESOLVED,Low,0.15
IN10193175,3,RESOLVED,Low,12.4
IN10193187,2,RESOLVED,Low,1.27
IN10193189,4,RESOLVED,Medium,1103.82
IN10193190,3,RESOLVED,Low,12.07
IN10193193,2,RESOLVED,High,2.55
IN10193206,2,RESOLVED,Low,56.27
IN10193208,2,RESOLVED,Low,8.48
IN10193211,2,RESOLVED,Medium,101.71
IN10193213,2,RESOLVED,Low,2.82
IN10193216,2,RESOLVED,Low,2.82
IN10193224,2,RESOLVED,Low,0.57
IN10193229,2,RESOLVED,Low,19.49
IN10193239,2,RESOLVED,Low,2.88
IN10193243,2,RESOLVED,Low,0.4
IN10193250,2,RESOLVED,Low,2.32
IN10193256,2,RESOLVED,Low,6.13
IN10193257,2,RESOLVED,Medium,0.32
IN10193257,2,RESOLVED,Medium,0.32
IN10193262,2,RESOLVED,Low,5.62
IN10193266,2,RESOLVED,Medium,75.42
IN10193277,3,RESOLVED,Medium,12.4
IN10193282,3,RESOLVED,Low,57.8
IN10193284,2,RESOLVED,Low,20.72
IN10193285,4,RESOLVED,Medium,30.0
IN10193287,4,RESOLVED,Low,20.75
IN10193289,2,RESOLVED,Low,0.25
IN10193291,2,RESOLVED,Low,20.78
IN10193297,2,RESOLVED,Low,20.83
IN10193299,2,RESOLVED,Low,0.0
IN10193299,2,RESOLVED,Low,0.0
IN10193299,2,RESOLVED,Low,0.0
IN10193303,2,RESOLVED,Low,20.8
IN10193308,2,RESOLVED,Low,20.83
IN10193312,2,RESOLVED,Low,197.47
IN10193313,2,RESOLVED,Low,197.45
IN10193314,2,RESOLVED,Medium,2.1
IN10193320,4,RESOLVED,Low,1132.35
IN10193357,3,RESOLVED,Low,0.0
IN10193358,2,RESOLVED,Low,0.0
IN10193359,2,RESOLVED,Low,2.93
IN10193360,3,RESOLVED,Low,2.95
IN10193380,2,RESOLVED,Low,10.85
IN10193381,2,RESOLVED,Low,197.45
IN10193384,2,RESOLVED,Low,0.0
IN10193389,2,RESOLVED,High,1219.06
IN10193398,3,RESOLVED,Low,4.32
IN10193400,3,RESOLVED,Low,530.0
IN10193412,3,RESOLVED,Medium,21.68
IN10193413,3,RESOLVED,Low,21.65
IN10193418,2,RESOLVED,Low,2.12
IN10193433,2,RESOLVED,Medium,12.38
IN10193445,2,RESOLVED,Low,2.18
IN10193447,3,RESOLVED,Low,403.0
IN10193459,2,RESOLVED,Low,7.53
IN10193463,2,RESOLVED,Low,7.28
IN10193464,2,RESOLVED,Low,309.78
IN10193467,3,RESOLVED,Medium,21.68
IN10193468,5,RESOLVED,Medium,5.0
IN10193486,4,RESOLVED,Medium,52.87
IN10193491,2,RESOLVED,Medium,1.63
IN10193495,2,RESOLVED,Medium,1.42
IN10193496,4,RESOLVED,Medium,68.93
IN10193501,2,RESOLVED,Medium,358.11
IN10193504,2,RESOLVED,Low,1.18
IN10193506,2,RESOLVED,Low,46.27
IN10193511,2,RESOLVED,Medium,186.97
IN10193518,2,RESOLVED,Medium,3.22
IN10193520,2,RESOLVED,Low,2.08
IN10193522,2,RESOLVED,Low,6.68
IN10193522,2,RESOLVED,Low,6.68
IN10193522,2,RESOLVED,Low,6.68
IN10193528,2,RESOLVED,Low,1.88
IN10193531,2,RESOLVED,Medium,4.17
IN10193535,4,RESOLVED,Low,64.0
IN10193537,2,RESOLVED,Low,1.29
IN10193543,2,RESOLVED,Low,0.7
IN10193544,2,RESOLVED,Medium,3.1
IN10193546,2,RESOLVED,Medium,159.3
IN10193547,2,RESOLVED,Low,13.92
IN10193551,2,RESOLVED,Medium,18.17
IN10193552,2,RESOLVED,High,0.73
IN10193554,2,RESOLVED,Medium,6.7
IN10193557,5,RESOLVED,Low,2411.75
IN10193567,2,RESOLVED,Low,1.37
IN10193576,3,RESOLVED,Low,7.67
IN10193577,2,RESOLVED,Medium,0.0
IN10193578,2,RESOLVED,Medium,0.0
IN10193582,2,RESOLVED,Low,13.88
IN10193623,3,RESOLVED,Low,50.87
IN10193627,2,RESOLVED,High,0.73
IN10193627,2,RESOLVED,High,0.73
IN10193632,2,RESOLVED,Low,2.92
IN10193640,2,RESOLVED,Low,539.65
IN10193641,3,RESOLVED,Medium,85.92
IN10193648,2,RESOLVED,High,188.27
IN10193650,4,RESOLVED,Low,2.63
IN10193652,2,RESOLVED,Low,6.99
IN10193653,2,RESOLVED,Low,570.47
IN10193658,2,RESOLVED,Low,760.07
IN10193661,2,RESOLVED,Medium,25.58
IN10193662,4,RESOLVED,High,6.12
IN10193663,2,RESOLVED,Low,2.17
IN10193664,2,RESOLVED,Low,0.7
IN10193664,2,RESOLVED,Low,0.7
IN10193664,2,RESOLVED,Low,0.7
IN10193673,2,RESOLVED,Low,11.4
IN10193674,2,RESOLVED,Low,23.7
IN10193676,2,RESOLVED,Low,32.08
IN10193687,2,RESOLVED,Low,1171.86
IN10193698,2,RESOLVED,Low,53.29
IN10193703,2,RESOLVED,Low,0.35
IN10193703,2,RESOLVED,Low,0.35
IN10193706,2,RESOLVED,Medium,5.12
IN10193708,4,RESOLVED,Medium,6.17
IN10193709,2,RESOLVED,Low,0.0
IN10193716,2,RESOLVED,Low,1.58
IN10193717,2,RESOLVED,Low,1.53
IN10193718,2,RESOLVED,Low,10.0
IN10193719,2,RESOLVED,Low,10.0
IN10193723,2,RESOLVED,Low,0.52
IN10193726,3,RESOLVED,Low,64.33
IN10193734,2,RESOLVED,Low,20.18
IN10193737,2,RESOLVED,Low,10.0
IN10193739,2,RESOLVED,Low,2.52
IN10193746,2,RESOLVED,Low,6.9
IN10193761,2,RESOLVED,Low,7.03
IN10193767,4,RESOLVED,Medium,651.8
IN10193771,4,RESOLVED,Low,1180.15
IN10193783,2,RESOLVED,Low,27.67
IN10193787,2,RESOLVED,Low,47.46
IN10193788,3,RESOLVED,Medium,4.2
IN10193790,2,RESOLVED,Low,29.08
IN10193792,3,RESOLVED,Medium,7.28
IN10193793,2,RESOLVED,Low,1099.84
IN10193795,2,RESOLVED,High,3.85
IN10193798,2,RESOLVED,Medium,64.47
IN10193801,4,RESOLVED,Low,62.36
IN10193803,3,RESOLVED,Medium,29.32
IN10193816,2,RESOLVED,Medium,15.46
IN10193821,2,RESOLVED,Low,11.34
IN10193822,2,RESOLVED,Low,58.43
IN10193823,2,RESOLVED,High,625.41
IN10193825,2,RESOLVED,Low,26.65
IN10193826,2,RESOLVED,Low,237.3
IN10193830,2,RESOLVED,Medium,2.12
IN10193832,2,RESOLVED,Low,170.4
IN10193844,2,RESOLVED,Low,169.65
IN10193845,2,RESOLVED,Low,169.61
IN10193847,2,RESOLVED,Low,169.57
IN10193848,2,RESOLVED,Low,2.98
IN10193851,2,,Medium,468.52
IN10193853,3,RESOLVED,Medium,8.99
IN10193856,2,RESOLVED,Low,1.65
IN10193857,2,RESOLVED,Medium,1.69
IN10193860,2,RESOLVED,High,0.38
IN10193881,2,RESOLVED,Low,6.95
IN10193883,2,RESOLVED,Low,0.52
IN10193892,2,RESOLVED,Medium,94.8
IN10193893,2,RESOLVED,Low,0.15
IN10193894,4,RESOLVED,Medium,48.7
IN10193899,2,RESOLVED,Medium,30.87
IN10193903,2,RESOLVED,Medium,30.88
IN10193909,2,RESOLVED,Low,0.82
IN10193918,2,RESOLVED,Medium,31.07
IN10193921,2,RESOLVED,Low,161.63
IN10193929,2,RESOLVED,Low,18.99
IN10193932,2,RESOLVED,Medium,93.23
IN10193940,2,RESOLVED,Low,34.55
IN10193943,2,RESOLVED,Low,10.25
IN10193948,7,RESOLVED,Low,63.95
IN10193951,2,RESOLVED,High,0.99
IN10193952,4,RESOLVED,Low,41.23
IN10193955,3,RESOLVED,Medium,10.15
IN10193956,3,RESOLVED,Medium,3.2
IN10193960,2,RESOLVED,Low,3.3
IN10193964,2,RESOLVED,Medium,269.76
IN10193977,2,RESOLVED,Low,8.23
IN10194006,2,RESOLVED,Low,4.4
IN10194008,3,RESOLVED,Medium,0.32
IN10194008,3,RESOLVED,Medium,0.32
IN10194010,2,RESOLVED,High,19.31
IN10194013,2,RESOLVED,Low,1.05
IN10194014,2,RESOLVED,Medium,0.6
IN10194021,2,RESOLVED,Medium,0.17
IN10194022,2,RESOLVED,Medium,0.22
IN10194023,2,RESOLVED,Low,2.65
IN10194024,2,RESOLVED,Medium,3.35
IN10194028,2,RESOLVED,High,20.98
IN10194034,2,RESOLVED,Low,4.45
IN10194038,2,RESOLVED,Low,86.6
IN10194043,2,RESOLVED,Low,122.57
IN10194049,2,RESOLVED,Medium,0.0
IN10194051,2,RESOLVED,Low,0.0
IN10194070,2,RESOLVED,Low,302.37
IN10194096,3,RESOLVED,Medium,21.82
IN10194098,4,RESOLVED,Medium,64.15
IN10194098,4,RESOLVED,Medium,64.15
IN10194110,2,RESOLVED,Low,8.92
IN10194117,2,RESOLVED,Medium,6.83
IN10194139,2,RESOLVED,Low,2.43
IN10194143,2,RESOLVED,Low,0.62
IN10194144,3,RESOLVED,Medium,310.51
IN10194146,2,RESOLVED,Medium,8.7
IN10194159,2,RESOLVED,High,0.5
IN10194173,2,RESOLVED,Low,3.73
IN10194173,2,RESOLVED,Low,3.73
IN10194188,2,RESOLVED,Low,3.15
IN10194212,2,RESOLVED,Low,12.21
IN10194219,4,RESOLVED,Medium,107.43
IN10194227,2,RESOLVED,Low,5.13
IN10194231,2,RESOLVED,Low,5.08
IN10194232,2,RESOLVED,Low,4.93
IN10194233,2,RESOLVED,Low,5.1
IN10194234,4,RESOLVED,Low,21.98
IN10194235,2,RESOLVED,Low,5.1
IN10194237,2,RESOLVED,Low,0.0
IN10194239,2,RESOLVED,Low,5.12
IN10194241,2,RESOLVED,Low,4.9
IN10194244,2,RESOLVED,Medium,34.17
IN10194245,2,RESOLVED,High,0.58
IN10194249,3,RESOLVED,Low,0.0
IN10194250,2,RESOLVED,Low,0.0
IN10194253,2,RESOLVED,Low,147.42
IN10194254,2,RESOLVED,High,0.09
IN10194260,2,RESOLVED,High,0.22
IN10194261,2,RESOLVED,Low,10.48
IN10194266,2,RESOLVED,Medium,2.73
IN10194271,2,RESOLVED,High,0.19
IN10194276,2,RESOLVED,High,0.14
IN10194279,2,RESOLVED,Low,147.42
IN10194280,2,RESOLVED,Low,12.07
IN10194282,2,RESOLVED,Low,1339.3
IN10194287,3,RESOLVED,Medium,0.0
IN10194312,6,RESOLVED,High,2327.96
IN10194316,2,RESOLVED,Medium,13.37
IN10194318,2,RESOLVED,Medium,8.23
IN10194320,2,RESOLVED,High,0.35
IN10194329,2,RESOLVED,Low,11.37
IN10194331,2,RESOLVED,Low,51.47
IN10194333,2,RESOLVED,Medium,0.0
IN10194336,2,RESOLVED,High,0.33
IN10194349,2,RESOLVED,Medium,84.47
IN10194351,2,RESOLVED,Medium,84.53
IN10194352,2,RESOLVED,Medium,84.57
IN10194353,2,RESOLVED,Medium,84.58
IN10194364,2,RESOLVED,Low,3.22
IN10194370,2,RESOLVED,Medium,83.0
IN10194373,2,RESOLVED,Low,48.13
IN10194378,2,RESOLVED,Low,0.43
IN10194383,4,RESOLVED,Low,61.55
IN10194390,2,RESOLVED,Medium,14.35
IN10194393,2,RESOLVED,Medium,91.02
IN10194395,2,RESOLVED,Low,37.17
IN10194396,3,RESOLVED,Medium,235.55
IN10194413,2,RESOLVED,High,3.23
IN10194417,4,RESOLVED,Medium,511.43
IN10194419,2,RESOLVED,Low,62.7
IN10194425,2,RESOLVED,Low,32.63
IN10194428,2,RESOLVED,Low,2.27
IN10194428,2,RESOLVED,Low,2.27
IN10194428,2,RESOLVED,Low,2.27
IN10194435,2,RESOLVED,Medium,2.6
IN10194437,2,RESOLVED,Low,46.45
IN10194438,4,RESOLVED,Medium,13.3
IN10194445,2,RESOLVED,Medium,58.85
IN10194446,5,RESOLVED,Low,67.38
IN10194456,4,RESOLVED,Low,3705.09
IN10194459,2,RESOLVED,Medium,299.89
IN10194460,3,RESOLVED,Low,4.95
IN10194465,2,RESOLVED,Medium,6.37
IN10194466,4,RESOLVED,Low,14.53
IN10194468,2,RESOLVED,High,715.33
IN10194471,2,RESOLVED,Medium,195.28
IN10194473,3,RESOLVED,Medium,19.05
IN10194476,3,RESOLVED,Low,8.85
IN10194480,3,RESOLVED,Low,44.2
IN10194483,7,RESOLVED,Low,1480.68
IN10194490,4,RESOLVED,Medium,1463.06
IN10194491,2,RESOLVED,Medium,45.79
IN10194498,2,RESOLVED,Low,33.35
IN10194508,2,RESOLVED,Medium,4.75
IN10194534,2,RESOLVED,Low,1.17
IN10194538,2,RESOLVED,Low,20.0
IN10194539,2,RESOLVED,Low,225.45
IN10194543,2,RESOLVED,Medium,8.15
IN10194545,3,RESOLVED,Medium,102.57
IN10194552,3,RESOLVED,High,46.74
IN10194554,2,RESOLVED,Low,1.57
IN10194555,2,RESOLVED,Low,1.35
IN10194576,2,RESOLVED,Medium,2.02
IN10194584,2,RESOLVED,High,2.24
IN10194591,2,RESOLVED,Medium,1.72
IN10194592,2,RESOLVED,High,24.17
IN10194601,2,RESOLVED,Medium,2.65
IN10194605,3,RESOLVED,Low,13.54
IN10194606,2,RESOLVED,Medium,9.1
IN10194613,2,RESOLVED,Low,0.82
IN10194614,2,RESOLVED,High,37.94
IN10194615,4,RESOLVED,Low,63.82
IN10194620,2,RESOLVED,Medium,1.22
IN10194620,2,RESOLVED,Medium,1.22
IN10194623,2,RESOLVED,Low,10.16
IN10194624,2,RESOLVED,Low,19.42
IN10194628,2,RESOLVED,Medium,103.64
IN10194629,2,RESOLVED,Low,1.58
IN10194636,2,RESOLVED,Low,8.51
IN10194638,3,RESOLVED,Low,11.54
IN10194645,4,RESOLVED,Low,20.92
IN10194652,3,RESOLVED,Medium,21.05
IN10194656,2,RESOLVED,Low,1.0
IN10194657,2,RESOLVED,Low,0.58
IN10194660,3,RESOLVED,Medium,21.16
IN10194690,2,RESOLVED,Medium,45.97
IN10194696,3,RESOLVED,Low,55.37
IN10194700,2,RESOLVED,Medium,1155.0
IN10194718,5,,Low,6.1
IN10194720,2,RESOLVED,Low,11.77
IN10194722,2,RESOLVED,Low,12.0
IN10194727,3,RESOLVED,Medium,22.53
IN10194729,2,RESOLVED,Low,25.45
IN10194733,3,RESOLVED,High,14.39
IN10194736,2,RESOLVED,Medium,30.0
IN10194747,3,RESOLVED,Medium,33.73
IN10194757,3,RESOLVED,Low,10.0
IN10194760,2,RESOLVED,Medium,0.0
IN10194768,2,RESOLVED,Low,12.07
IN10194784,2,RESOLVED,Low,0.58
IN10194788,2,RESOLVED,Low,1351.42
IN10194803,2,RESOLVED,High,0.59
IN10194806,3,RESOLVED,Medium,17.9
IN10194807,2,RESOLVED,Medium,564.35
IN10194809,4,RESOLVED,Low,31.11
IN10194811,2,RESOLVED,Low,0.68
IN10194811,2,RESOLVED,Low,0.68
IN10194813,3,RESOLVED,Medium,4.37
IN10194814,3,RESOLVED,Low,223.07
IN10194816,2,RESOLVED,Medium,37.78
